,Derived Word,Lemma
30093,मि.फर्नांडिस,फर्नांडिस
30094,फर्नांडिसजदयू,फर्नांडिस
30095,मुरारमऊ,मुरार
30096,मुरारई,मुरार
30097,मुरारिय,मुरार
30098,मुरारिचिंतल,मुरार
30099,मुरारिया,मुरार
30100,ओएमआर,शीट
30101,आंसर,शीट
30102,रिकार्डर,टेप
30103,रिकॉर्डॆड,टेप
30104,रेकार्डर,टेप
30105,टेपरिकार्डर,टेप
30106,पुरातत्विद,पुरातत्व
30107,पुरातत्वों,पुरातत्व
30108,पुरातत्वो,पुरातत्व
30109,पुरातत्त्व,पुरातत्व
30110,पुरातत्वक,पुरातत्व
30111,किनाराकश,किनारा
30112,किनाराें,किनारा
30113,किनाराकेँ,किनारा
30114,किनाराहय्या,किनारा
30115,काकिनारा,किनारा
30116,तनात,तनातनी
30117,तनातीन,तनातनी
30118,वाहनिक,वाहनवटी
30119,वाहनएक,वाहनवटी
30120,वाहननयी,वाहनवटी
30121,वाहनट्रक,वाहनवटी
30122,वाहनवती,वाहनवटी
30123,पुकुर,श्यामपुकुर
30124,पदमपुकुर,श्यामपुकुर
30125,श्यामपद,श्यामपुकुर
30126,श्यामपुरी,श्यामपुकुर
30127,श्यामपुरम,श्यामपुकुर
30128,कॉल्सपैन,कॉल्स
30129,कॉल्सन,कॉल्स
30130,स्कॉल्स,कॉल्स
30131,आउटगोइंग,कॉल्स
30132,चलावियो,पंथ
30133,कूमरम,पंथ
30134,पंथीय,पंथ
30135,कबीरपंथ,पंथ
30136,राज्स,पंथ
30137,भारती_,भारती
30138,भारतीश,भारती
30139,भारतभारती,भारती
30140,भारतीजी,भारती
30141,भारतीजय,भारती
30142,था.धीरे,धीरे
30143,धीरे.धीरे,धीरे
30144,हैधीरे,धीरे
30145,हैंधीरे,धीरे
30146,की.धीरे,धीरे
30147,खामीर,खामी
30148,दरखामी,खामी
30149,कपरवान,परवान
30150,परवानः,परवान
30151,परवानीगौढ़ी,परवान
30152,परवानो,परवान
30153,परवानेकी,परवान
30154,सुनिस,सुनित
30155,सुनिओ,सुनित
30156,सुनिन,सुनित
30157,सुनिते,सुनित
30158,सुनितहि,सुनित
30159,फर्रुखाबादः,फर्रुखाबाद
30160,फर्रुखाबा,फर्रुखाबाद
30161,बादथकान,थकान
30162,थकानसे,थकान
30163,थकावट,थकान
30164,हैथकान,थकान
30165,थकन,थकान
30166,केंद्रीयमंत्री,कार्यमंत्री
30167,मुॆक्यमंत्री,कार्यमंत्री
30168,मुयमंत्री,कार्यमंत्री
30169,वित्मंत्री,कार्यमंत्री
30170,मुख़्यमंत्री,कार्यमंत्री
30171,इनडायरेक्ट,डायरेक्ट
30172,इंडायरेक्ट,डायरेक्ट
30173,डाइरेक्ट,डायरेक्ट
30174,डायरेक्टप,डायरेक्ट
30175,धुक्की,मुक्की
30176,धक्कमधुक्की,मुक्की
30177,फुक्की,मुक्की
30178,खिँचवाना,रिवाना
30179,बढवाना,रिवाना
30180,सद्भवाना,रिवाना
30181,डुबवाना,रिवाना
30182,ठपवाना,रिवाना
30183,हुजूमोहुजूम,हुजूम
30184,हुजूमे,हुजूम
30185,भीहुजूम,हुजूम
30186,बनेबै,हुजूम
30187,उमड़ा,हुजूम
30188,किरकिराहट,किरकिरा
30189,किरकिराता,किरकिरा
30190,किरकिराने,किरकिरा
30191,चाॅपर,चेलसी
30192,अंजउ,चेलसी
30193,путь,चेलसी
30194,निबटो,निबट
30195,निबटे,निबट
30196,निबटवा,निबट
30197,रद्दीवाला,रद्दी
30198,रद्दीफ,रद्दी
30199,रद्दीवाले,रद्दी
30200,रद्दीवालों,रद्दी
30201,एनपीके,डीएपी
30202,ओडीएपी,डीएपी
30203,गेेहूं,डीएपी
30204,बेबसाइट,वेबसाइट
30205,बेवसाइट,वेबसाइट
30206,वेबसाइटस,वेबसाइट
30207,वेबसाइटएसीआई,वेबसाइट
30208,है.वेबसाइट,वेबसाइट
30209,भाभाी,भाभा
30210,डॉ.भाभा,भाभा
30211,भाभाजी,भाभा
30212,भाभाबीरबल,भाभा
30213,बतरवर्थ,माप
30214,लूटरवर्थ,माप
30215,लुटरवर्थ,माप
30216,हारवर्थ,माप
30217,कासहयोग,सहयोग
30218,परसहयोग,सहयोग
30219,केसहयोग,सहयोग
30220,दें.सहयोग,सहयोग
30221,तथासहयोग,सहयोग
30222,घुसपैठिये,घुसपैठिया
30223,घुसपैठियो,घुसपैठिया
30224,घुसपैठियें,घुसपैठिया
30225,तबाह्कुन,तबाह
30226,तबाहनई,तबाह
30227,तबाहो,तबाह
30228,तबाहमई,तबाह
30229,खेतीबाड़ी,खेती
30230,खेतीपर,खेती
30231,खेतीकी,खेती
30232,किसानी,खेती
30233,साखीकार,अज्ञात
30234,मौतअज्ञात,अज्ञात
30235,ह्बारत,अज्ञात
30236,इलाहबाद,इलाहाबाद
30237,ईलाहाबाद,इलाहाबाद
30238,पहचानअब,पहचान
30239,सेपहचान,पहचान
30240,हैपहचान,पहचान
30241,कीपहचान,पहचान
30242,नवमनोनीत,मनोनीत
30243,मनोनीतों,मनोनीत
30244,अमनोनीत,मनोनीत
30245,मनोनन,मनोनीत
30246,चतम,मनोनीत
30247,आमर्यादित,मर्यादित
30248,अमर्यादित,मर्यादित
30249,मार्यादित,मर्यादित
30250,अमार्यादित,मर्यादित
30251,मर्यादापूर्ण,मर्यादित
30252,बिसेनवा,बिसेन
30253,टुबिसेन,बिसेन
30254,बिसेनी,बिसेन
30255,टिबिसेन,बिसेन
30256,विसेन,बिसेन
30257,पेंग्विहन,पेंग्विन
30258,पेंग्विंन,पेंग्विन
30259,पेंग्विंस,पेंग्विन
30260,पैंग्विन,पेंग्विन
30261,पेंग्विनों,पेंग्विन
30262,कय्यमकुलम,कायमकुलम
30263,कुडमकुलम,कायमकुलम
30264,कायमाकुलम,कायमकुलम
30265,ईलमकुलम,कायमकुलम
30266,इलमकुलम,कायमकुलम
30267,पेप्सीकोला,पेप्सी
30268,पेप्सीन,पेप्सी
30269,मँहगापेप्सी,पेप्सी
30270,पेप्सि,पेप्सी
30271,पेप्सीको,पेप्सी
30272,बीजासर,बीजा
30273,बीजागढ़,बीजा
30274,रबीजा,बीजा
30275,बीजावार,बीजा
30276,बीजाय,बीजा
30277,प्रतिबिम्बत,प्रतिबिम्ब
30278,प्रतिबिम्बआगे,प्रतिबिम्ब
30279,पतिबिम्ब,प्रतिबिम्ब
30280,मेंप्रतिबिम्ब,प्रतिबिम्ब
30281,प्रतिबिम्भ,प्रतिबिम्ब
30282,हो.वैसे,वैसे
30283,लगे.वैसे,वैसे
30284,चतुराइ,चतुराई
30285,चतुराईपूर्वक,चतुराई
30286,चतुरार्इ,चतुराई
30287,चालाकी,चतुराई
30288,चतुराइयों,चतुराई
30289,सीएमडीसी,सीएमडी
30290,जीएमडी,सीएमडी
30291,पीएमडी,सीएमडी
30292,जेएमडी,सीएमडी
30293,डीएमडी,सीएमडी
30294,खुरानी,ज़हरखुरानी
30295,नशाखुरानी,ज़हरखुरानी
30296,लखुरानी,ज़हरखुरानी
30297,ज़रिया,जरिया
30298,जरियाटीवी,जरिया
30299,ज़रिया,जरिया
30300,जरियायोर,जरिया
30301,सच्चिदानंदन,सचिदानंदन
30302,सचिदानंद,सचिदानंदन
30303,सद्चिदानंद,सचिदानंदन
30304,सच्चिदानंदनाथ,सचिदानंदन
30305,सत्चिदानंद,सचिदानंदन
30306,बाडोला,रतन
30307,थियाम,रतन
30308,गौरंग,रतन
30309,पायो,रतन
30310,अपहरणक,अपहरण
30311,अपहरणकांड,अपहरण
30312,वास्तु्,वास्तु
30313,वास्तुदेव,वास्तु
30314,लेंवास्तु,वास्तु
30315,स्‍थानमे,स्‍थान
30316,स्‍थानपर,स्‍थान
30317,जन्‍मस्‍थान,स्‍थान
30318,स्‍थानो,स्‍थान
30319,प्रस्‍थान,स्‍थान
30320,पास्टर्स,पास्टर
30321,पास्टरों,पास्टर
30322,पास्टो,पास्टर
30323,पास्टन,पास्टर
30324,पास्टाइम,पास्टर
30325,मिक्स़र,मिक्स
30326,मिक्सअप,मिक्स
30327,मिक्सड,मिक्स
30328,मिक्सबिट,मिक्स
30329,मिक्,मिक्स
30330,कठमाटी,माटी
30331,कमाटी,माटी
30332,सरगुन,मेहता
30333,जगमय,बद्र
30334,गैसनर,बद्र
30335,लड़कीएक,लड़की
30336,लड़की,लड़की
30337,पुनः,दुबारा
30338,माण्डूक,माण्डू
30339,काथमाण्डू,माण्डू
30340,माण्डूकी,माण्डू
30341,माण्डतर,माण्डू
30342,माण्डलगढ़,माण्डू
30343,घपला,गबन
30344,लैकफेड,गबन
30345,घपले,गबन
30346,बंदरबांट,गबन
30347,घपलेबाजी,गबन
30348,चर्चगेट,विरार
30349,मैहरा,विरार
30350,दुबेे,दुबे
30351,दुबेश,दुबे
30352,सुमेघा,सुमेधी
30353,सुमेरमालजी,सुमेधी
30354,सुमेरचंद,सुमेधी
30355,सुमेरूपीठ,सुमेधी
30356,सुमेशी,सुमेधी
30357,गुरेजां,गुरेज
30358,गुरेजी,गुरेज
30359,गुरेज़,गुरेज
30360,गुरेज़,गुरेज
30361,गुरे,गुरेज
30362,इंटरकाँन्टिनेंटल,इंटरकान्टिनेंटल
30363,इंटरकॉंटिनेंटल,इंटरकान्टिनेंटल
30364,इंटरकॉनटिनेंटल,इंटरकान्टिनेंटल
30365,इंटरकॉन्टिनेंटल,इंटरकान्टिनेंटल
30366,इंटरकाँटीनेंटल,इंटरकान्टिनेंटल
30367,खेचने,संग्रहण
30368,संग्रहउच्च,संग्रहण
30369,संग्रहण.कहीं,संग्रहण
30370,थोरिया,थोरियम
30371,थोरिअम,थोरियम
30372,थोरिन,थोरियम
30373,वौरियम,थोरियम
30374,हैस्थायित्व,स्थायित्व
30375,स्थायित्वता,स्थायित्व
30376,स्थायित्वकारी,स्थायित्व
30377,चिरस्थायित्व,स्थायित्व
30378,स्थायितव,स्थायित्व
30379,कॉक्लिन,क्लिन
30380,क्लिनचिट,क्लिन
30381,जैक्लिन,क्लिन
30382,फ़्रॅन्क्लिन,क्लिन
30383,फ़्रॉक्लिन,क्लिन
30384,मछुआरन,मछुआरा
30385,मछुआरीन,मछुआरा
30386,मछुआरिन,मछुआरा
30387,मछुआरोँ,मछुआरा
30388,मछुआरी,मछुआरा
30389,ग़ज़ल,गजल
30390,गज़ल,गजल
30391,गज़ल,गजल
30392,गजलें,गजल
30393,गजले,गजल
30394,शोहराबुद्दीन,सोहराबुद्दीन
30395,सोहराबुदीन,सोहराबुद्दीन
30396,सोहराबुद्दिन,सोहराबुद्दीन
30397,सौहराबुद्दीन,सोहराबुद्दीन
30398,सोराबुद्दीन,सोहराबुद्दीन
30399,मांगपत्र,ज्ञापन
30400,मांगपत्रों,ज्ञापन
30401,ज्ञापनों,ज्ञापन
30402,साैंपा,ज्ञापन
30403,माँगपत्र,ज्ञापन
30404,श्रोणीकवषोरूस्रेकपर्णाऽष्ठीवन्ता,नीलिगाम
30405,दुग्गिरालपाडु,नीलिगाम
30406,लिगामेन्ट,नीलिगाम
30407,चॆगिरॆड्डिपाडु,नीलिगाम
30408,गरामी,नामी
30409,होमट्री,नामी
30410,नामचीन,नामी
30411,तात्पर्यं,तात्पर्य
30412,तात्पर्यित,तात्पर्य
30413,तात्पर्यः,तात्पर्य
30414,विज्ञापनुं,विज्ञापन
30415,विज्ञापनखी,विज्ञापन
30416,विज्ञापनो,विज्ञापन
30417,विज्ञापनः,विज्ञापन
30418,ह्यूमनी,ह्यूमन
30419,हयूमन,ह्यूमन
30420,ह्यूमनॉयड,ह्यूमन
30421,ह्‌यूमन,ह्यूमन
30422,ह्यूमनिटीज,ह्यूमन
30423,यशोवर्मन_,यशोवर्मन
30424,यशोवर्मन्,यशोवर्मन
30425,यशोवर्मन्‌,यशोवर्मन
30426,यशोवर्मण,यशोवर्मन
30427,यशोवर्मा,यशोवर्मन
30428,बीता.आज,बीता
30429,बीताए,बीता
30430,बीताहर,बीता
30431,अनबीता,बीता
30432,बीताअब,बीता
30433,एचयूएल,सिप्ला
30434,सिप्ली,सिप्ला
30435,एमएंडएम,सिप्ला
30436,आईशर,सिप्ला
30437,लाईलाज,बीमारी
30438,बिमारी,बीमारी
30439,लाइलाज,बीमारी
30440,भीसुस्ता,सुस्ता
30441,सुस्ताय,सुस्ता
30442,सुस्ताता,सुस्ता
30443,सुस्ताया,सुस्ता
30444,सुस्ताए,सुस्ता
30445,आंतों,आंत
30446,आंत्र,आंत
30447,आँत,आंत
30448,मोतोंयूरोंस,आंत
30449,सेवाएँनैरोबी,नैरोबी
30450,नेरोबी,नैरोबी
30451,शिंहुआ,नैरोबी
30452,जिंहुआ,नैरोबी
30453,नाथ्,नैरोबी
30454,गिलासों,गिलास
30455,गिलासडि,गिलास
30456,गिलाश,गिलास
30457,गिलासकेँ,गिलास
30458,बॉयज़ल,बॉयज़
30459,टैल्बॉयज़,बॉयज़
30460,वॉटरबॉयज़,बॉयज़
30461,जॉयज़,बॉयज़
30462,कैंटस,कैंट
30463,कैंटकी,कैंट
30464,कैंटम,कैंट
30465,कैंटुंकी,कैंट
30466,कैंटूनमेंट,कैंट
30467,घोघला,तट
30468,समद्र,तट
30469,पहूजनदी,तट
30470,अरैैल,तट
30471,गँँगा,तट
30472,मेगावाॅट,मेगावाट
30473,मेगावॉट,मेगावाट
30474,मेगावट,मेगावाट
30475,मेगावाटा,मेगावाट
30476,भित्तियों,भित्ति
30477,भित्तिलेप,भित्ति
30478,भित्तियंत्र,भित्ति
30479,फलभित्ति,भित्ति
30480,भित्तियाँ,भित्ति
30481,तहरीज,तहरीके
30482,हाजमें,हाजम
30483,हाजमा,हाजम
30484,डवेलपमेंट,हाजम
30485,हाजमे,हाजम
30486,हाजमोवर,हाजम
30487,सिलेंडरों,सिलेंडर
30488,सिलेंडरो,सिलेंडर
30489,सिलेंडराें,सिलेंडर
30490,सिलेंडर्स,सिलेंडर
30491,सिलेंड,सिलेंडर
30492,जगतजी,आवभगत
30493,खातिरदारी,आवभगत
30494,मेहमाननवाजी,आवभगत
30495,मेहमाननवाज़ी,आवभगत
30496,वार्ताकारो,वार्ताकार
30497,वार्ताक,वार्ताकार
30498,रेडियोवार्ताकार,वार्ताकार
30499,लोकवार्ताकार,वार्ताकार
30500,जच्‍चा,बच्‍चा
30501,बच्‍चासँ,बच्‍चा
30502,बच्‍चाक,बच्‍चा
30503,बच्‍चापर,बच्‍चा
30504,चच्‍चा,बच्‍चा
30505,सुखाले,सुखा
30506,सुखाएल,सुखा
30507,सुखाल,सुखा
30508,सुखाा,सुखा
30509,सुखावह,सुखा
30510,छविचित्र,विचित्र
30511,विचित्र्,विचित्र
30512,कीवविचित्र,विचित्र
30513,बॉनविचित्र,विचित्र
30514,सक़ील,सबब
30515,ख़फ़ीफ़,सबब
30516,ख़फ़ीफ़,सबब
30517,पू.भा,सबब
30518,वामतयाज़,सबब
30519,हानगर,महानगर
30520,महानगरीय,महानगर
30521,अ.भा.वि.प,महानगर
30522,तख्तीयां,तख्ती
30523,तख्ति,तख्ती
30524,तख्तियाँ,तख्ती
30525,आत्मरत,आत्म
30526,आत्मछल,आत्म
30527,आत्म्,आत्म
30528,आत्म्वैही,आत्म
30529,आत्मभान,आत्म
30530,चेज्यया,कासंसुर
30531,परञ्चैव,कासंसुर
30532,कुहकाद्,कासंसुर
30533,भेदलेशो,कासंसुर
30534,होएमाली,माली
30535,बेडीमाली,माली
30536,हमाली,माली
30537,थमाली,माली
30538,लगमाली,माली
30539,यनिवर्सिटी,यूनिवर्सिटी
30540,यूनिवर्सिटीज़,यूनिवर्सिटी
30541,यूनिवर्सिटीरटगर्स,यूनिवर्सिटी
30542,चेकोस्लोवाकिय,चेकोस्लोवाकिया
30543,चेकोस्लोवाकियाके,चेकोस्लोवाकिया
30544,चेकोस्लोवाकिआ,चेकोस्लोवाकिया
30545,चेकोस्लोवाकियाका,चेकोस्लोवाकिया
30546,चेकोस्लोवाकियन,चेकोस्लोवाकिया
30547,मनचाह,मनचाहा
30548,मनचाहो,मनचाहा
30549,मनचाहे,मनचाहा
30550,मनचाहि,मनचाहा
30551,मनचाहना,मनचाहा
30552,डा.नागेंद्र,नागेंद्र
30553,नागेंदर,नागेंद्र
30554,नागेंद्रबाला,नागेंद्र
30555,नागेंद्रनाथ,नागेंद्र
30556,नागेेंद्र,नागेंद्र
30557,बलवंती,बलवंत
30558,बलवंतजी,बलवंत
30559,वलवंत,बलवंत
30560,सलवंत,बलवंत
30561,हलवंत,बलवंत
30562,बिरेंद्र,बीरेंद्र
30563,बीरेंद,बीरेंद्र
30564,तरेंद्र,बीरेंद्र
30565,ईरेंद्र,बीरेंद्र
30566,विरेंद्र,बीरेंद्र
30567,बिनीओन,जुआ
30568,पकिडकळि,जुआ
30569,सट्टे,जुआ
30570,जुआं,जुआ
30571,सरगर्म,सरगर्मी
30572,सरगर्मियां,सरगर्मी
30573,सरगर्दां,सरगर्मी
30574,सरगर्मीयां,सरगर्मी
30575,सरगर्मियों,सरगर्मी
30576,उम्मीदइस,उम्मीद
30577,उम्मीदॊं,उम्मीद
30578,उम्मीदफिर,उम्मीद
30579,उम्मीदकि,उम्मीद
30580,संस्कृतिक,सांस्कृतिक
30581,सास्कृतिक,सांस्कृतिक
30582,सांसकृतिक,सांस्कृतिक
30583,पैलेसे,पैलेस
30584,पैलेसेस,पैलेस
30585,पैलेसेज,पैलेस
30586,पैलेसों,पैलेस
30587,প্রশ্নচিহ্ন,जठार
30588,गुड़जिह्विका,जठार
30589,पढ़निया,जठार
30590,भतीज,भतीजी
30591,भतीजवा,भतीजी
30592,भतीजै,भतीजी
30593,मतीजी,भतीजी
30594,नेतीजी,भतीजी
30595,मॉनसून,मानसून
30596,राज·मानसून,मानसून
30597,खबरमानसून,मानसून
30598,आईजीयू,आईजी
30599,आइजी,आईजी
30600,यूआईजी,आईजी
30601,बिधेयक,विधेयक
30602,धनविधेयक,विधेयक
30603,विधेयको,विधेयक
30604,व्यपगतविधेयक,विधेयक
30605,पारितविधेयक,विधेयक
30606,स्वास्थ,स्वास्थ्य
30607,स्वास्‍थ्य,स्वास्थ्य
30608,स्वास्थ्यएवं,स्वास्थ्य
30609,स्वास्थ्यए,स्वास्थ्य
30610,स्वास्‍थ्‍य,स्वास्थ्य
30611,एचएसजी,एसजी
30612,ओएसजी,एसजी
30613,जेएसजी,एसजी
30614,वासरऑफबेरेटंग,एसजी
30615,बगीचासॉना,बगीचा
30616,बागीचा,बगीचा
30617,बगीचन,बगीचा
30618,बगीचै,बगीचा
30619,बगीचास्पा,बगीचा
30620,एनविजनिंग,सिजनिंग
30621,प्वॉजनिंग,सिजनिंग
30622,लाईजनिंग,सिजनिंग
30623,पायजनिंग,सिजनिंग
30624,विजनिंग,सिजनिंग
30625,बाज़ारवादी,बाजारवादी
30626,बाजारवाद,बाजारवादी
30627,बाज़ारवादी,बाजारवादी
30628,बाजारु,बाजारवादी
30629,बाज़ारवाद,बाजारवादी
30630,शिवाजीर,शिवाजी
30631,साथम,शिवाजी
30632,शिवाजीराजे,शिवाजी
30633,बामजई,शिवाजी
30634,संभाजी,शिवाजी
30635,कुम्हारन,कुम्हार
30636,कुम्हारिन,कुम्हार
30637,कुम्हारगीरी,कुम्हार
30638,कुम्हारक,कुम्हार
30639,दैवसंयोग,संयोग
30640,संयोगों,संयोग
30641,संयोगो,संयोग
30642,है.एसएसपी,एसएसपी
30643,एसएसपीई,एसएसपी
30644,पीड़ितों,पीड़ितों
30645,पीडि़तों,पीड़ितों
30646,पीड़ितो,पीड़ितों
30647,पीडितों,पीड़ितों
30648,पीड़ितोें,पीड़ितों
30649,जलस्रोतों,जलस्रोत
30650,जलस्रोतो,जलस्रोत
30651,जलस्त्रोत,जलस्रोत
30652,जलस्राव,जलस्रोत
30653,जलस्त्रोतों,जलस्रोत
30654,गोविंदम,गोविंद
30655,गोविंदवाल,गोविंद
30656,गोविंदी,गोविंद
30657,सविताबेन,सविता
30658,डा.सविता,सविता
30659,सविताई,सविता
30660,संगमसे,संगम
30661,संगममर,संगम
30662,संगम‎,संगम
30663,संगमतट,संगम
30664,उत्तेई,संगम
30665,माँजने,बर्तन
30666,बर्तनों,बर्तन
30667,बर्तनो,बर्तन
30668,भांडे,बर्तन
30669,आजुओ,सेफ
30670,अनसेफ,सेफ
30671,सेफ्टी,सेफ
30672,ዳዋ,आदिस
30673,አዲስ,आदिस
30674,फलेओलो,आदिस
30675,ग्रसित्,ग्रसित
30676,ग्रसितुं,ग्रसित
30677,पूर्वग्रसित,ग्रसित
30678,ग्रस्‍त,ग्रसित
30679,सजीवजी,सजीव
30680,सजीव.सजीव,सजीव
30681,कासजीव,सजीव
30682,प्रजक,सजीव
30683,केेंद्र,केंद्र
30684,केंद्र्र,केंद्र
30685,बीजूं,बीजू
30686,खावय,बीजू
30687,बीजेडी,बीजू
30688,झिना,बीजू
30689,ओ.एफ़.एम,कैप
30690,ओएफएम,कैप
30691,ओ.एफ.एम,कैप
30692,जागरूकत,जागरूकता
30693,संवेदनात्म,संवेदनात्मक
30694,सम्वेदनात्मक,संवेदनात्मक
30695,वेदनात्मक,संवेदनात्मक
30696,संवेदनात्‍मक,संवेदनात्मक
30697,खर्चील,खर्चीलापन
30698,किरनीलापन,खर्चीलापन
30699,सीलापन,खर्चीलापन
30700,फ़्रेंच,फ्रेंच
30701,नीसफ्रेंच,फ्रेंच
30702,है.फ्रेंच,फ्रेंच
30703,पूर्णत,पूर्णतः
30704,सम्पूर्णतः,पूर्णतः
30705,प्रबम्धक,पूर्णतः
30706,टॉल्विन,कॉल्विन
30707,ऐल्विन,कॉल्विन
30708,ऑल्विन,कॉल्विन
30709,का॓ल्विन,कॉल्विन
30710,ऍल्विन,कॉल्विन
30711,एनयूएमएल,आईयूएमएल
30712,ओएमएल,आईयूएमएल
30713,यूएमएल,आईयूएमएल
30714,यूएमएलएफए,आईयूएमएल
30715,केएमएमएल,आईयूएमएल
30716,हॉस्पिटल्स,हॉस्पिटल
30717,होस्पिटल,हॉस्पिटल
30718,औरहॉस्पिटल,हॉस्पिटल
30719,ठंडसीमांत,सीमांत
30720,सीमांतकृत,सीमांत
30721,सीमांतगत,सीमांत
30722,पश्चिमीसीमांत,सीमांत
30723,सीमांतीकृत,सीमांत
30724,तांटी,अबनी
30725,शुषन,अबनी
30726,अबनीष,अबनी
30727,सबदर,अबनी
30728,चनसेखर,अबनी
30729,होरौनक,रौनक
30730,रौनके,रौनक
30731,दलालीकांड,दलाली
30732,अलाली,दलाली
30733,कमीशनखोरी,दलाली
30734,मुफ़्त,मुफ्त
30735,मुफ्तअब,मुफ्त
30736,जाओमुफ्त,मुफ्त
30737,परहेजः,परहेज
30738,परहेजी,परहेज
30739,परहेज़ी,परहेज
30740,परहेज़,परहेज
30741,सेपरहेज,परहेज
30742,आनन्द,आनंद
30743,आनद,आनंद
30744,आनंदभाव,आनंद
30745,आनंदे,आनंद
30746,दृष्टयां,दृष्टया
30747,प्रथमदृष्टया,दृष्टया
30748,ष्टया,दृष्टया
30749,दृष्टयता,दृष्टया
30750,द्रष्टया,दृष्टया
30751,मांडखेडी,मांडेवाला
30752,मांडासी,मांडेवाला
30753,मांडेता,मांडेवाला
30754,पांडेवाला,मांडेवाला
30755,मांडौठी,मांडेवाला
30756,आवासाें,आवास
30757,आवासांे,आवास
30758,आवासहीनों,आवास
30759,हस्तीहो,हस्ती
30760,हस्तीकि,हस्ती
30761,हस्तीर,हस्ती
30762,हस्तीये,हस्ती
30763,हस्तीयोँ,हस्ती
30764,नाजायझ,नाजायज
30765,नाजायज़,नाजायज
30766,नाजायद,नाजायज
30767,नजायज,नाजायज
30768,एआईएसटी,आईएसटी
30769,बीईएसटी,आईएसटी
30770,ईआईएसटी,आईएसटी
30771,आईएसटीओ,आईएसटी
30772,तेइस,बाइस
30773,उनीस,बाइस
30774,बाइसकिल,बाइस
30775,आलोकेश्वर,लोकेश्वर
30776,लोकेश्वरी,लोकेश्वर
30777,लोकेश्वरीडी,लोकेश्वर
30778,रक्तलोकेश्वर,लोकेश्वर
30779,ढोकेश्वर,लोकेश्वर
30780,स्टेटमेंटः,स्टेटमेंट
30781,स्टेटमेंट्स,स्टेटमेंट
30782,स्टेटमेंटइतिहास,स्टेटमेंट
30783,अंडरस्टेटमेंट,स्टेटमेंट
30784,स्टेटमेन्ट,स्टेटमेंट
30785,आरवेल,जार्ज
30786,इंजार्ज,जार्ज
30787,जार्जबुश,जार्ज
30788,रीजार्ज,जार्ज
30789,डोनल्ड,डोनाल्ड
30790,डॉनल्ड,डोनाल्ड
30791,तिरिपानो,डोनाल्ड
30792,डेफडोनाल्ड,डोनाल्ड
30793,अंडरनीद,अंडर
30794,अंडरएचीवर,अंडर
30795,वास्तुकल,वास्तुकला
30796,वास्तुकलाओं,वास्तुकला
30797,वस्तुकला,वास्तुकला
30798,वास्तुकलाकार,वास्तुकला
30799,गाइडाें,गाइड
30800,ओम्निगोट,गाइड
30801,गाइड़,गाइड
30802,गाइडैंस,गाइड
30803,गाइडिड,गाइड
30804,हिबा,नवाब
30805,नवाबीन,नवाब
30806,नवाबज़ादा,नवाब
30807,नवाबत,नवाब
30808,नबाब,नवाब
30809,हवामहल,झलकी
30810,झलकियाँ,झलकी
30811,सुनवाया,झलकी
30812,थी.आज,झलकी
30813,पुरकशिश,झलकी
30814,क़दर,कदर
30815,क़दर,कदर
30816,फरेबों,कदर
30817,इन्तहां,कदर
30818,सुविस्तार,विस्तार
30819,विस्तारऔर,विस्तार
30820,विस्तारसँ,विस्तार
30821,विस्तारीत,विस्तार
30822,मसलवा,सलवा
30823,सलवाजुडुम,सलवा
30824,ओगबेबर,सलवा
30825,साजिशे,साजिश
30826,साजिशो,साजिश
30827,साजि़श,साजिश
30828,विशनोई,बिशनोई
30829,बिशनुर,बिशनोई
30830,बिशना,बिशनोई
30831,हरजीराम,बिशनोई
30832,बिशनलाल,बिशनोई
30833,कौंसिलर,कौंसिल
30834,कौंसिल्,कौंसिल
30835,कौंसिलों,कौंसिल
30836,प्रिवीकौंसिल,कौंसिल
30837,छायाकारी,छायाकार
30838,छायाका,छायाकार
30839,छायाकारजीवन,छायाकार
30840,मायाकार,छायाकार
30841,अभ्यासरूप,अभ्यास
30842,अभ्यासशरीर,अभ्यास
30843,अभ्यासः,अभ्यास
30844,परीपंजाल,पंजाल
30845,पीरपंजाल,पंजाल
30846,पंजाला,पंजाल
30847,पांजाल,पंजाल
30848,पंजाली,पंजाल
30849,कीभरमार,भरमार
30850,भरमाइ,भरमार
30851,भरमावै,भरमार
30852,भरमात,भरमार
30853,भरमाय,भरमार
30854,नदारदगी,नदारद
30855,नदारत,नदारद
30856,नदारथ,नदारद
30857,होनववर्ष,नववर्ष
30858,जी.नववर्ष,नववर्ष
30859,है.नववर्ष,नववर्ष
30860,शिवलखन,शिवलाल
30861,शिवलालपुर,शिवलाल
30862,रामाधार,शिवलाल
30863,रामकरन,शिवलाल
30864,रायमशविरा,मशविरा
30865,परअजय,मशविरा
30866,मशविरों,मशविरा
30867,उपधीक्षक,अघीक्षक
30868,धीक्षक,अघीक्षक
30869,आधीक्षक,अघीक्षक
30870,मसीक्षक,अघीक्षक
30871,रीक्षक,अघीक्षक
30872,खादिमो,खादिम
30873,खादिमुल,खादिम
30874,खादिमे,खादिम
30875,खादिमा,खादिम
30876,कार्यदलों,कार्यदल
30877,कार्यद,कार्यदल
30878,कार्यदशा,कार्यदल
30879,सतइसा,कार्यदल
30880,कार्यदाई,कार्यदल
30881,तंगनजरिए,नजरिए
30882,केनजरिए,नजरिए
30883,नजरि‍क,नजरिए
30884,पेनगंगा,नदी
30885,नलगंगा,नदी
